Employee ID,Office Location,Department,Idea Submission Date,Idea Title,Idea Category,Number of Votes,Collaboration Status,Approval Status,Implementation Status,Security Concern Flag
106ebe9f,Canada,Environmental Policy,07/08/2023,Idea 236,Smart Cities,424,Single Contributor,Approved,Completed,No
5595304e,China,Technology,21/08/2023,Idea 237,Circular Economy,380,Single Contributor,Rejected,Not Started,No
f96f748c,Canada,Research,14/08/2024,Idea 238,Circular Economy,368,Cross-Regional Team,Approved,Completed,No
d8dd6bc0,India,Technology,24/09/2024,Idea 239,Carbon Capture,250,Single Contributor,Rejected,Not Started,No
6cb2b782,Canada,Urban Development,30/01/2024,Idea 240,Circular Economy,492,Single Contributor,Rejected,Not Started,Yes
e2879a20,UK,Environmental Policy,13/01/2024,Idea 241,Circular Economy,18,Single Contributor,Rejected,Not Started,No
168cb6cd,UK,Research,13/07/2024,Idea 242,Carbon Capture,137,Single Contributor,Rejected,Not Started,No
53684895,USA,Infrastructure,30/11/2023,Idea 243,Renewable Energy,40,Cross-Regional Team,Pending,Not Started,No
e0640b9f,Canada,Infrastructure,01/07/2023,Idea 244,Renewable Energy,277,Single Contributor,Pending,Not Started,No
bdc31c50,Canada,Infrastructure,30/11/2023,Idea 245,Carbon Capture,210,Cross-Regional Team,Pending,Not Started,No
2ced500b,Canada,Renewable Energy,06/05/2024,Idea 246,Water Management,424,Cross-Regional Team,Approved,In Progress,No
0cb2b0d1,UK,Research,27/01/2025,Idea 247,Circular Economy,71,Single Contributor,Rejected,Not Started,No
3e90d8c1,Canada,Infrastructure,03/10/2023,Idea 248,Smart Cities,271,Cross-Regional Team,Pending,Not Started,No
901520eb,South Africa,Environmental Policy,17/02/2025,Idea 249,Circular Economy,349,Cross-Regional Team,Approved,Not Started,No
8e68cc36,China,Research,19/04/2023,Idea 250,Smart Cities,437,Single Contributor,Approved,Completed,No
9f46d0dc,UK,Research,13/09/2024,Idea 251,Smart Cities,84,Cross-Regional Team,Rejected,Not Started,No
4e4bfa38,India,Infrastructure,01/01/2024,Idea 252,Smart Cities,315,Cross-Regional Team,Rejected,Not Started,No
3b4c7124,Australia,Urban Development,30/05/2024,Idea 253,Sustainable Transport,232,Single Contributor,Rejected,Not Started,No
f40cf882,Canada,Research,01/11/2024,Idea 254,Smart Cities,187,Single Contributor,Pending,Not Started,No
6b7a5ea6,India,Urban Development,06/08/2024,Idea 255,Water Management,468,Single Contributor,Pending,Not Started,No
760dae1d,China,Infrastructure,18/05/2023,Idea 256,Renewable Energy,245,Single Contributor,Pending,Not Started,No
25fdbcb3,Germany,Infrastructure,18/10/2023,Idea 257,Circular Economy,334,Single Contributor,Pending,Not Started,No
4ee65a35,Australia,Technology,18/02/2024,Idea 258,Carbon Capture,400,Single Contributor,Pending,Not Started,No
db319fca,Mexico,Urban Development,29/07/2023,Idea 259,Carbon Capture,162,Single Contributor,Approved,Not Started,No
7b604220,South Africa,Research,14/08/2023,Idea 260,Carbon Capture,255,Single Contributor,Approved,Not Started,No
bc5b36bb,Brazil,Renewable Energy,11/05/2023,Idea 261,Water Management,188,Single Contributor,Rejected,Not Started,No
a308f0b5,China,Research,05/04/2024,Idea 262,Water Management,496,Single Contributor,Rejected,Not Started,No
a51a6169,USA,Infrastructure,06/11/2024,Idea 263,Sustainable Transport,170,Single Contributor,Rejected,Not Started,No
1460f2ed,France,Environmental Policy,22/07/2024,Idea 264,Sustainable Transport,183,Single Contributor,Rejected,Not Started,No
a2fd123d,USA,Renewable Energy,27/06/2024,Idea 265,Renewable Energy,125,Cross-Regional Team,Pending,Not Started,No
1624bb01,Germany,Infrastructure,15/05/2024,Idea 266,Sustainable Transport,289,Single Contributor,Approved,In Progress,No
14407144,Mexico,Renewable Energy,16/06/2024,Idea 267,Water Management,293,Single Contributor,Pending,Not Started,No
c013eb31,Canada,Research,09/07/2023,Idea 268,Circular Economy,130,Cross-Regional Team,Pending,Not Started,No
1a553f26,USA,Technology,14/12/2024,Idea 269,Sustainable Transport,124,Single Contributor,Rejected,Not Started,No
78199f58,UK,Research,13/12/2024,Idea 270,Water Management,100,Single Contributor,Approved,Not Started,No
43b8fb0d,France,Renewable Energy,09/11/2024,Idea 271,Circular Economy,463,Cross-Regional Team,Pending,Not Started,No
13ba422b,UK,Technology,10/05/2023,Idea 272,Circular Economy,67,Cross-Regional Team,Rejected,Not Started,No
1eaa508a,Australia,Infrastructure,04/10/2023,Idea 273,Renewable Energy,314,Cross-Regional Team,Pending,Not Started,No
4ef5a074,Mexico,Urban Development,24/06/2023,Idea 274,Sustainable Transport,155,Cross-Regional Team,Approved,Completed,No
92461505,Canada,Infrastructure,22/09/2023,Idea 275,Renewable Energy,495,Single Contributor,Rejected,Not Started,No
5662c3bf,UK,Infrastructure,06/02/2025,Idea 276,Circular Economy,79,Cross-Regional Team,Approved,In Progress,No
ec85ab91,Germany,Urban Development,04/09/2024,Idea 277,Water Management,278,Single Contributor,Approved,Not Started,No
52014b0a,Mexico,Environmental Policy,08/09/2024,Idea 278,Renewable Energy,400,Single Contributor,Approved,Completed,No
df813556,China,Environmental Policy,18/04/2024,Idea 279,Circular Economy,398,Cross-Regional Team,Pending,Not Started,Yes
5f5d5852,South Africa,Environmental Policy,26/07/2024,Idea 280,Renewable Energy,493,Cross-Regional Team,Pending,Not Started,No
f3e2fa02,South Africa,Urban Development,01/04/2023,Idea 281,Smart Cities,106,Cross-Regional Team,Approved,In Progress,No
97256290,Germany,Environmental Policy,13/09/2024,Idea 282,Smart Cities,445,Single Contributor,Pending,Not Started,No
9388f6c0,South Africa,Technology,26/08/2023,Idea 283,Water Management,239,Single Contributor,Rejected,Not Started,No
d42a93ef,UK,Renewable Energy,18/02/2024,Idea 284,Renewable Energy,299,Single Contributor,Approved,Not Started,No
2d1827f2,India,Environmental Policy,05/09/2023,Idea 285,Water Management,255,Cross-Regional Team,Rejected,Not Started,No
304bbd31,South Africa,Technology,09/06/2024,Idea 286,Sustainable Transport,90,Cross-Regional Team,Approved,Not Started,No
85a2c2a6,Mexico,Infrastructure,18/07/2023,Idea 287,Smart Cities,345,Cross-Regional Team,Approved,Completed,Yes
9e5f1f53,Brazil,Urban Development,15/10/2024,Idea 288,Carbon Capture,302,Single Contributor,Approved,Completed,No
6eb73a4c,Japan,Renewable Energy,25/01/2024,Idea 289,Smart Cities,123,Cross-Regional Team,Rejected,Not Started,No
dace3459,Japan,Infrastructure,08/12/2024,Idea 290,Sustainable Transport,448,Single Contributor,Approved,Completed,No
4ecacd3f,China,Research,17/08/2024,Idea 291,Sustainable Transport,321,Single Contributor,Rejected,Not Started,Yes
172a15bd,UK,Technology,27/12/2024,Idea 292,Water Management,437,Cross-Regional Team,Approved,In Progress,No
b5a6de63,India,Infrastructure,14/02/2025,Idea 293,Renewable Energy,87,Single Contributor,Approved,Completed,No
d3e9a81a,France,Infrastructure,08/02/2024,Idea 294,Water Management,251,Cross-Regional Team,Rejected,Not Started,No
00cf736f,Brazil,Infrastructure,28/01/2024,Idea 295,Renewable Energy,14,Single Contributor,Pending,Not Started,No
301ba7df,Canada,Urban Development,02/11/2023,Idea 296,Water Management,215,Cross-Regional Team,Approved,Completed,Yes
cdfb89ff,South Africa,Research,11/08/2023,Idea 297,Smart Cities,269,Cross-Regional Team,Rejected,Not Started,No
7401cbaa,Japan,Technology,10/01/2024,Idea 298,Renewable Energy,405,Cross-Regional Team,Pending,Not Started,No
6918c46f,UK,Environmental Policy,15/01/2024,Idea 299,Circular Economy,206,Single Contributor,Approved,In Progress,No
d41efc13,France,Infrastructure,08/12/2024,Idea 300,Smart Cities,250,Single Contributor,Rejected,Not Started,No
26fb2b5e,USA,Urban Development,09/09/2023,Idea 301,Smart Cities,378,Single Contributor,Pending,Not Started,No
ed0f8602,Canada,Environmental Policy,13/12/2024,Idea 302,Smart Cities,11,Single Contributor,Pending,Not Started,No
8d776a79,India,Infrastructure,09/01/2024,Idea 303,Renewable Energy,112,Single Contributor,Approved,Completed,No
7bfc0e40,UK,Renewable Energy,05/09/2023,Idea 304,Water Management,433,Cross-Regional Team,Rejected,Not Started,No
2a89c6d0,China,Renewable Energy,27/08/2023,Idea 305,Sustainable Transport,37,Single Contributor,Rejected,Not Started,No
e0a9e685,USA,Urban Development,21/01/2024,Idea 306,Carbon Capture,412,Cross-Regional Team,Rejected,Not Started,No
90e70bb6,South Africa,Renewable Energy,17/10/2024,Idea 307,Circular Economy,221,Cross-Regional Team,Rejected,Not Started,No
d14ff354,Germany,Environmental Policy,11/09/2023,Idea 308,Smart Cities,444,Single Contributor,Pending,Not Started,No
bcdde6aa,Canada,Research,26/05/2024,Idea 309,Renewable Energy,322,Cross-Regional Team,Approved,Completed,No
e10a65c7,Canada,Urban Development,24/02/2024,Idea 310,Sustainable Transport,480,Single Contributor,Rejected,Not Started,No
3d131b59,India,Urban Development,22/12/2023,Idea 311,Renewable Energy,487,Cross-Regional Team,Approved,In Progress,No
aa1fb10f,South Africa,Environmental Policy,22/07/2024,Idea 312,Carbon Capture,218,Cross-Regional Team,Pending,Not Started,No
45ab2c46,Brazil,Urban Development,01/12/2024,Idea 313,Sustainable Transport,337,Single Contributor,Pending,Not Started,No
8fe35f8e,Germany,Urban Development,26/03/2024,Idea 314,Smart Cities,349,Cross-Regional Team,Pending,Not Started,No
5.77E+42,China,Renewable Energy,12/07/2024,Idea 315,Renewable Energy,269,Cross-Regional Team,Pending,Not Started,No
f5853846,UK,Renewable Energy,24/04/2024,Idea 316,Renewable Energy,240,Single Contributor,Rejected,Not Started,No
972d4bce,USA,Urban Development,02/02/2025,Idea 317,Water Management,235,Single Contributor,Approved,Not Started,No
25d6b00c,Australia,Infrastructure,27/08/2023,Idea 318,Water Management,110,Cross-Regional Team,Pending,Not Started,No
62c03dec,South Africa,Technology,14/08/2024,Idea 319,Renewable Energy,258,Single Contributor,Approved,Not Started,Yes
a03f4923,France,Technology,14/05/2023,Idea 320,Sustainable Transport,379,Cross-Regional Team,Rejected,Not Started,Yes
ed752caa,Germany,Renewable Energy,10/10/2024,Idea 321,Water Management,332,Cross-Regional Team,Rejected,Not Started,No
88640153,UK,Technology,15/02/2024,Idea 322,Sustainable Transport,431,Cross-Regional Team,Pending,Not Started,Yes
63011831,Australia,Infrastructure,12/11/2024,Idea 323,Circular Economy,95,Single Contributor,Pending,Not Started,No
79f58afe,Mexico,Infrastructure,29/11/2024,Idea 324,Smart Cities,152,Cross-Regional Team,Pending,Not Started,No
8b03b269,Canada,Environmental Policy,01/02/2024,Idea 325,Sustainable Transport,236,Cross-Regional Team,Rejected,Not Started,No
60c0fcbb,China,Urban Development,30/03/2023,Idea 326,Water Management,253,Cross-Regional Team,Rejected,Not Started,No
03c6e98b,South Africa,Research,27/04/2024,Idea 327,Renewable Energy,349,Cross-Regional Team,Rejected,Not Started,No
05a85ab6,Germany,Technology,21/10/2024,Idea 328,Water Management,162,Cross-Regional Team,Approved,In Progress,No
f8f67ed9,India,Urban Development,07/12/2024,Idea 329,Sustainable Transport,36,Cross-Regional Team,Approved,Completed,No
158d0c1b,USA,Research,19/03/2023,Idea 330,Sustainable Transport,215,Single Contributor,Approved,Completed,No
6d22adb6,Australia,Urban Development,22/09/2023,Idea 331,Renewable Energy,333,Cross-Regional Team,Pending,Not Started,No
ec872cf3,UK,Urban Development,03/06/2024,Idea 332,Carbon Capture,370,Cross-Regional Team,Pending,Not Started,No
ffbed5fe,Japan,Technology,04/06/2023,Idea 333,Renewable Energy,350,Cross-Regional Team,Approved,Completed,No
e16e3a15,China,Technology,04/10/2024,Idea 334,Circular Economy,101,Single Contributor,Rejected,Not Started,No
7920ff57,Australia,Research,10/12/2023,Idea 335,Circular Economy,321,Cross-Regional Team,Rejected,Not Started,No
e4153d84,Japan,Infrastructure,08/10/2024,Idea 336,Carbon Capture,298,Single Contributor,Pending,Not Started,No
b709ee8b,Mexico,Research,09/11/2023,Idea 337,Smart Cities,153,Cross-Regional Team,Rejected,Not Started,No
52c79afa,Germany,Technology,12/04/2024,Idea 338,Water Management,219,Single Contributor,Rejected,Not Started,No
f4cb4715,USA,Urban Development,19/03/2024,Idea 339,Sustainable Transport,215,Single Contributor,Rejected,Not Started,No
36844fc2,Brazil,Technology,02/06/2024,Idea 340,Sustainable Transport,388,Cross-Regional Team,Pending,Not Started,No
e24af8de,USA,Research,24/11/2024,Idea 341,Sustainable Transport,495,Single Contributor,Approved,Completed,No
8d1395c5,Japan,Infrastructure,07/06/2024,Idea 342,Circular Economy,294,Cross-Regional Team,Pending,Not Started,No
4c9286c0,USA,Technology,18/04/2024,Idea 343,Carbon Capture,258,Cross-Regional Team,Pending,Not Started,No
b8d53993,China,Urban Development,07/12/2024,Idea 344,Renewable Energy,103,Single Contributor,Approved,In Progress,No
04e47db0,South Africa,Renewable Energy,07/11/2023,Idea 345,Smart Cities,43,Cross-Regional Team,Approved,Not Started,No
447896a7,USA,Urban Development,11/09/2024,Idea 346,Carbon Capture,186,Cross-Regional Team,Approved,Completed,No
f0ce7bde,Mexico,Infrastructure,04/07/2023,Idea 347,Smart Cities,372,Cross-Regional Team,Pending,Not Started,No
06bcfab5,Canada,Infrastructure,29/05/2023,Idea 348,Circular Economy,319,Cross-Regional Team,Approved,In Progress,No
5ca39684,Mexico,Urban Development,14/06/2023,Idea 349,Water Management,336,Single Contributor,Pending,Not Started,No
cf8f80cd,Canada,Infrastructure,17/04/2024,Idea 350,Circular Economy,80,Cross-Regional Team,Pending,Not Started,No
1b27cd84,South Africa,Infrastructure,20/09/2024,Idea 351,Smart Cities,169,Single Contributor,Rejected,Not Started,No
3b8d4127,USA,Research,01/11/2023,Idea 352,Circular Economy,316,Single Contributor,Approved,Completed,Yes
4a4376f8,South Africa,Infrastructure,14/06/2023,Idea 353,Renewable Energy,58,Single Contributor,Approved,In Progress,No
ac84310d,Brazil,Renewable Energy,13/05/2024,Idea 354,Water Management,436,Cross-Regional Team,Pending,Not Started,No
5c395cae,India,Environmental Policy,10/09/2023,Idea 355,Water Management,250,Single Contributor,Approved,Not Started,No
7febd1a3,UK,Research,26/01/2025,Idea 356,Sustainable Transport,183,Single Contributor,Approved,In Progress,No
30227aa1,Brazil,Technology,17/08/2024,Idea 357,Carbon Capture,182,Single Contributor,Approved,Not Started,No
8637c10a,Canada,Infrastructure,18/06/2024,Idea 358,Circular Economy,35,Cross-Regional Team,Pending,Not Started,No
a8007921,UK,Renewable Energy,16/05/2024,Idea 359,Water Management,334,Single Contributor,Pending,Not Started,No
64325d49,France,Infrastructure,29/01/2024,Idea 360,Carbon Capture,150,Single Contributor,Pending,Not Started,No
0a08acf0,UK,Environmental Policy,27/12/2024,Idea 361,Circular Economy,36,Single Contributor,Rejected,Not Started,No
d74433ae,Brazil,Urban Development,17/06/2024,Idea 362,Sustainable Transport,417,Single Contributor,Approved,Not Started,No
8572c025,China,Research,31/12/2024,Idea 363,Renewable Energy,366,Single Contributor,Pending,Not Started,No
3a813a70,Germany,Urban Development,27/03/2023,Idea 364,Smart Cities,157,Single Contributor,Pending,Not Started,No
a15ca49c,Brazil,Research,22/04/2023,Idea 365,Carbon Capture,424,Cross-Regional Team,Rejected,Not Started,No
2a914e8d,Japan,Renewable Energy,29/10/2023,Idea 366,Sustainable Transport,256,Single Contributor,Pending,Not Started,No
4a0573b7,UK,Renewable Energy,23/12/2024,Idea 367,Carbon Capture,437,Single Contributor,Pending,Not Started,Yes
e6849385,Brazil,Technology,04/11/2023,Idea 368,Renewable Energy,382,Cross-Regional Team,Pending,Not Started,No
81437231,China,Technology,26/11/2024,Idea 369,Circular Economy,115,Cross-Regional Team,Pending,Not Started,No
7d0040d7,India,Urban Development,20/04/2024,Idea 370,Carbon Capture,367,Single Contributor,Pending,Not Started,No
c6ce65df,Germany,Renewable Energy,29/06/2024,Idea 371,Renewable Energy,168,Single Contributor,Approved,In Progress,No
26fa5977,India,Urban Development,08/05/2023,Idea 372,Circular Economy,287,Single Contributor,Pending,Not Started,No
9d468e95,China,Urban Development,27/10/2023,Idea 373,Sustainable Transport,207,Cross-Regional Team,Pending,Not Started,No
b879e430,UK,Urban Development,14/02/2025,Idea 374,Water Management,401,Cross-Regional Team,Pending,Not Started,No
5df8bcf7,Canada,Research,12/01/2025,Idea 375,Smart Cities,237,Single Contributor,Approved,In Progress,No
c0c3601e,Canada,Technology,11/03/2023,Idea 376,Water Management,447,Cross-Regional Team,Pending,Not Started,No
b5c1250f,Germany,Renewable Energy,18/12/2023,Idea 377,Smart Cities,480,Single Contributor,Approved,In Progress,No
471fa744,France,Technology,08/04/2024,Idea 378,Renewable Energy,306,Cross-Regional Team,Pending,Not Started,Yes
f1e25163,Japan,Technology,30/12/2023,Idea 379,Sustainable Transport,254,Single Contributor,Rejected,Not Started,No
ce8cfdc6,South Africa,Environmental Policy,22/05/2023,Idea 380,Sustainable Transport,482,Cross-Regional Team,Pending,Not Started,Yes
0148276b,China,Urban Development,01/10/2023,Idea 381,Renewable Energy,98,Cross-Regional Team,Pending,Not Started,No
cfbc7c7f,Mexico,Infrastructure,05/06/2024,Idea 382,Smart Cities,277,Single Contributor,Approved,Not Started,No
ec8cfed5,Brazil,Environmental Policy,16/03/2023,Idea 383,Renewable Energy,243,Single Contributor,Approved,In Progress,No
8a50c421,Germany,Research,17/03/2023,Idea 384,Sustainable Transport,225,Cross-Regional Team,Approved,Completed,No
5d055805,Brazil,Technology,10/10/2024,Idea 385,Water Management,116,Single Contributor,Pending,Not Started,No
418d0a63,Canada,Urban Development,09/07/2024,Idea 386,Circular Economy,392,Single Contributor,Pending,Not Started,No
7824ad78,USA,Renewable Energy,22/06/2024,Idea 387,Carbon Capture,55,Cross-Regional Team,Pending,Not Started,No
